i,count
3405,7
2518,7
7219,7
11482,7
5829,7
656,7
5542,7
9270,7
724,7
3688,7
8351,7
1022,7
3715,7
1525,7
3878,7
2795,7
1733,7
2654,7
12649,7
8515,7
9805,7
11795,7
384,7
7369,7
4916,7
8595,7
12281,7
5424,7
13506,7
6648,7
11098,7
6332,7
5169,7
3479,7
6728,7
2324,7
1861,7
4467,7
3356,7
10497,7
14706,7
12425,7
9297,7
4900,7
7810,7
4004,7
9103,7
11513,7
648,7
4461,7
11519,7
11516,7
8182,7
1196,7
10254,7
5026,7
9962,7
11074,7
10253,7
12079,7
12382,7
6343,7
2585,7
2172,7
2796,7
7417,7
1332,7
5819,7
816,7
9299,7
8223,7
792,7
13806,7
1961,7
5594,7
11359,7
146,7
4058,7
5544,7
3144,7
7738,7
5711,7
2009,7
6898,7
243,7
381,7
2793,7
5681,7
8368,7
3957,7
9607,7
11043,7
9039,7
1421,7
3730,7
11802,7
650,7
10281,7
8350,7
8665,7
14173,7
8196,7
8123,7
11442,7
8557,7
3345,7
3225,7
13805,7
8869,7
1940,7
2195,7
3660,7
2055,7
14388,7
6350,7
3524,7
13804,7
2474,7
11871,7
5126,7
781,7
10994,7
11508,7
10897,7
12097,7
3705,7
11147,7
202,7
8382,7
10591,7
1052,7
8799,7
7708,7
2483,7
1860,7
8525,7
9519,7
3651,7
274,7
1386,7
11496,7
3440,7
12409,7
14137,7
2709,7
9033,7
10212,7
1772,7
10181,7
3516,7
4465,7
10273,7
27,7
13724,7
7538,7
7540,7
6794,7
2737,7
8480,7
3518,7
7935,7
4532,7
10227,7
1901,7
3888,7
10041,7
11975,7
13039,7
3817,7
3016,7
3746,7
7496,7
4434,7
12266,7
1522,7
514,7
2175,7
2522,7
3503,7
9921,7
7844,7
1186,7
7145,7
9945,7
12292,7
8226,7
11178,7
10731,7
6826,7
11150,7
8216,7
10008,7
12707,7
1591,7
6967,7
12666,7
4483,7
2192,7
8245,7
4267,7
13080,7
11500,7
1215,7
4966,7
6053,7
4186,7
10602,7
269,7
1616,7
9745,7
9454,7
3270,7
4761,7
10990,7
4781,7
3449,7
9561,7
8591,7
8631,7
6101,7
185,7
12129,7
7704,7
5047,7
2504,7
13826,7
2228,7
11502,7
2004,7
2461,7
9903,7
13185,7
10236,7
8864,7
10508,7
1974,7
3070,7
8716,7
14596,7
9051,7
9499,7
3089,7
11562,7
2626,7
7904,7
5952,7
11497,7
2525,7
956,7
6480,7
2980,7
10326,7
6926,7
579,7
73,7
12209,7
7782,7
1110,7
6060,7
2458,7
165,7
9314,7
11994,7
7466,7
3842,7
10750,7
8419,7
7372,7
9444,7
11648,7
7556,7
4579,7
3848,7
13028,7
5671,7
125,7
3040,7
9769,7
5392,7
4569,7
3230,7
10564,7
4006,7
11584,7
1333,7
5168,7
8048,7
4482,7
4693,7
12985,6
4276,6
3917,6
11958,6
10355,6
4937,6
8369,6
2386,6
7672,6
548,6
4363,6
2679,6
4560,6
14484,6
7531,6
5193,6
6673,6
3470,6
9579,6
5980,6
10443,6
5787,6
3711,6
2672,6
5440,6
12088,6
8792,6
13163,6
9073,6
2046,6
5038,6
12212,6
3559,6
12297,6
4563,6
13409,6
433,6
9468,6
9533,6
2226,6
5377,6
2821,6
11102,6
1163,6
1363,6
5529,6
367,6
6301,6
1975,6
2407,6
7922,6
8233,6
9534,6
10844,6
7791,6
8236,6
772,6
4092,6
282,6
7715,6
4575,6
10097,6
12997,6
11323,6
7421,6
1920,6
5363,6
4992,6
689,6
308,6
12356,6
11221,6
8246,6
3293,6
10453,6
12347,6
2411,6
11042,6
5153,6
10961,6
4016,6
8766,6
6780,6
5335,6
6738,6
2974,6
2229,6
5111,6
12289,6
9586,6
11190,6
7447,6
676,6
8122,6
6927,6
12456,6
6814,6
9797,6
10257,6
417,6
388,6
475,6
3578,6
1771,6
12522,6
10944,6
2083,6
4576,6
3058,6
11751,6
10569,6
10490,6
1613,6
5655,6
3271,6
12928,6
6779,6
12459,6
7289,6
3722,6
10163,6
8479,6
106,6
10484,6
3767,6
4359,6
5061,6
3822,6
9359,6
5194,6
8659,6
7523,6
717,6
1041,6
10458,6
2447,6
14647,6
3739,6
14847,6
2991,6
6495,6
6342,6
6676,6
5657,6
13308,6
8165,6
638,6
12469,6
2903,6
5343,6
9460,6
3338,6
8493,6
9702,6
2908,6
12810,6
3781,6
8348,6
641,6
3627,6
10349,6
8180,6
4340,6
9061,6
9458,6
6163,6
5378,6
5643,6
1352,6
5485,6
3206,6
9900,6
9923,6
13753,6
5296,6
9047,6
8201,6
9157,6
2266,6
13217,6
13110,6
9445,6
11351,6
5018,6
4202,6
6773,6
10427,6
1020,6
13381,6
4620,6
12820,6
2930,6
1968,6
1992,6
10533,6
677,6
1229,6
4335,6
3003,6
6701,6
4723,6
6989,6
4034,6
2843,6
15045,6
1445,6
6451,6
7241,6
8067,6
7185,6
13713,6
12355,6
6561,6
2415,6
8156,6
10316,6
9836,6
2846,6
6367,6
6818,6
7364,6
4568,6
5808,6
4241,6
13419,6
8464,6
7961,6
1364,6
10976,6
13156,6
13889,6
3028,6
5044,6
9672,6
12369,6
1900,6
11260,6
13148,6
435,6
11115,6
7425,6
2349,6
1824,6
9992,6
8231,6
11056,6
3654,6
7712,6
2116,6
6190,6
7553,6
1006,6
10645,6
9755,6
191,6
1194,6
6383,6
11094,6
6578,6
12566,6
10928,6
2384,6
12502,6
9248,6
1414,6
13201,6
9306,6
759,6
8952,6
10133,6
7238,6
3517,6
10938,6
8275,6
9189,6
8719,6
14868,6
4910,6
13202,6
2499,6
7266,6
14817,6
322,6
7544,6
11252,6
12109,6
1122,6
11483,6
7460,6
3525,6
7916,6
14907,6
3666,6
8565,6
13865,6
3989,6
7164,6
6508,6
3758,6
250,6
7795,6
10997,6
13196,6
14674,6
11394,6
6768,6
5028,6
13650,6
4030,6
290,6
4380,6
3099,6
10729,6
6735,6
5565,6
3857,6
8681,6
13346,6
10927,6
4930,6
9077,6
5885,6
12769,6
6087,6
8437,6
10140,6
14192,6
6710,6
5665,6
13575,6
13459,6
14508,6
4983,6
5633,6
11969,6
4847,6
4325,6
6029,6
9910,6
4785,6
9954,6
373,6
4770,6
2503,6
6845,6
315,6
9066,6
6743,6
12643,6
199,6
6277,6
10524,6
3321,6
1451,6
9635,6
11876,6
12994,6
2362,6
147,6
11328,6
12314,6
2995,6
14032,6
5751,6
6909,6
1285,6
9072,6
8667,6
7986,6
12895,6
4309,6
684,6
12436,6
877,6
7834,6
9305,6
975,6
10801,6
13847,6
11165,6
13138,6
2513,6
13184,6
11530,6
12490,6
7692,6
4071,6
1188,6
5736,6
4793,6
5981,6
3155,6
2695,6
13207,6
13392,6
2533,6
12037,6
320,6
2825,6
8065,6
7862,6
396,6
13094,6
3679,6
12548,6
1964,6
3421,6
13556,6
5195,6
5755,6
5387,6
8404,6
9379,6
15138,6
6102,6
10940,6
3134,6
1558,6
2805,6
3076,6
9548,6
13787,6
4470,6
2729,6
14157,6
14064,6
3669,6
3346,6
3829,6
1692,6
2501,6
8229,6
543,6
7106,6
11030,6
5605,6
8239,6
1029,6
342,6
4149,6
550,6
8045,6
2889,6
468,6
6679,6
4378,6
1167,6
1290,6
14652,6
372,6
1308,6
11775,6
7707,6
590,6
3151,6
1507,6
490,6
11096,6
10565,6
11732,6
7762,6
9466,6
3101,6
6564,6
5178,6
5864,6
11380,6
12208,6
5934,6
11216,6
6759,6
2380,6
8751,6
11535,6
6597,6
2075,6
3352,6
7989,6
10872,6
12130,6
5300,6
2915,6
5745,6
7352,6
12740,6
8935,6
5393,6
7348,6
5147,6
1033,6
3782,6
6746,6
7246,6
5699,6
13330,6
9219,6
10845,6
10989,6
11333,6
7718,6
8836,6
5477,6
4829,6
8924,6
5000,6
1049,6
2862,6
430,6
4446,6
5961,6
5391,6
6556,6
13745,6
10802,6
5945,6
9861,6
1009,6
8415,6
10886,6
13154,6
935,6
5159,6
6550,6
1356,6
12625,6
9045,6
9405,6
6764,6
1359,6
10982,6
13744,6
1509,6
4893,6
9904,6
15137,6
2036,6
12030,6
7628,6
9309,6
8745,6
3306,6
5749,6
13150,6
9159,6
13673,6
12442,6
3901,6
10823,6
359,6
5313,6
4843,6
2539,6
3423,6
4032,6
2040,6
10869,6
6624,6
3457,6
3570,6
9470,6
5925,6
12291,6
10935,6
2485,6
4837,6
2642,6
1773,6
12368,6
15,6
2603,6
5628,6
3974,6
6883,6
1685,6
2102,6
9684,6
11140,6
10102,6
1576,6
4782,6
4233,6
8782,6
8466,6
6689,6
6471,6
4898,6
7245,6
1265,6
14993,6
2636,6
10590,6
6925,6
6255,6
14816,6
7901,6
13233,6
11083,6
6832,6
4185,6
11873,6
14730,6
1499,6
8920,6
1365,6
8971,6
3413,6
14827,6
3053,6
9546,6
2981,6
13155,6
14133,6
10761,6
14718,6
9680,6
929,6
11284,6
4386,6
10742,6
1603,6
6669,6
8371,6
4573,6
5207,6
1004,6
6382,6
10660,6
1142,6
8288,6
11004,6
2435,6
6740,6
823,6
8968,6
2768,6
2316,6
2550,6
1420,6
3057,6
7515,6
6900,6
11378,6
9372,6
8143,6
1952,6
4997,6
665,6
12521,6
1894,6
14324,6
1264,6
531,6
205,6
4343,6
14409,6
10425,6
68,6
429,6
10433,6
7385,6
148,6
8444,6
15023,6
7729,6
13518,6
8986,6
10218,6
7316,6
6312,6
3926,6
8638,6
2479,6
5644,6
8225,6
3640,6
1802,6
13599,6
8503,6
15184,6
7847,6
1958,6
9905,6
2426,6
12131,6
1726,6
2721,6
3773,6
2759,6
991,6
12312,6
707,6
2188,6
7374,6
14726,6
7908,6
12393,6
11119,6
7287,6
3294,6
6892,6
1395,6
5247,6
3261,6
7971,6
3438,6
9854,6
1690,6
6468,6
3663,6
1863,6
13715,6
3152,6
6368,6
9452,6
12515,6
5423,6
9323,6
11630,6
14620,6
4156,6
5043,6
8313,6
3685,6
4929,6
9255,6
8885,6
5676,6
4940,6
10175,6
3277,6
4171,6
6048,6
5911,6
14672,6
10778,6
5167,6
4600,6
2121,6
3328,6
10073,6
9367,6
12821,6
6415,6
8025,6
6225,6
197,6
14723,6
12671,6
2196,6
1389,6
10657,6
7190,6
5229,6
12398,6
14162,6
7803,6
2110,6
8853,6
8680,6
1604,6
14682,6
9640,6
7056,6
609,6
13331,6
9845,6
981,6
7437,6
13382,6
8433,6
5058,6
13953,6
7831,6
9060,6
13152,6
10745,6
786,6
10250,6
1493,6
7491,6
737,6
2528,6
6089,6
8261,6
3731,6
30,6
11289,6
14320,6
1051,6
2186,6
1432,6
1991,6
7539,6
8828,6
10025,6
10510,6
2476,6
5537,6
629,6
7141,6
8069,6
5110,6
1578,6
2827,6
4493,6
12018,6
8504,6
1769,6
7633,6
1875,6
6285,6
12378,6
3729,6
10397,6
2383,6
3577,6
7413,6
8181,6
7301,6
7952,6
3539,6
3597,6
6876,6
11763,6
13467,6
8058,6
5590,6
181,6
5684,6
12892,6
1068,6
834,6
9622,6
3088,6
5243,6
4422,6
8967,6
11255,6
7558,6
6210,6
5164,6
8411,6
4099,6
4476,6
4281,6
5076,6
7682,6
13373,6
1346,6
451,6
13329,6
3642,6
14542,6
12222,6
12027,6
10939,6
14312,6
8488,6
7288,6
10877,6
3639,6
14253,6
2831,6
7066,6
5825,6
7627,6
233,6
3228,6
594,6
4169,6
13803,6
9671,6
7231,6
13091,6
805,6
1115,6
10764,6
1513,6
6008,6
5700,6
3498,6
6763,6
5969,6
3248,6
7895,6
8580,6
5210,6
11458,6
9750,6
6644,6
4477,6
2136,6
1886,6
14383,6
12362,6
7585,6
9007,6
4471,6
3790,6
14060,6
4383,6
13858,6
7334,6
12702,6
5192,6
1790,6
1437,6
14009,6
1854,6
10161,6
10277,6
4762,6
3313,6
10201,6
8179,6
5375,6
15250,6
4305,6
9489,6
3536,6
12736,6
9104,6
5284,6
2118,6
3796,6
1722,6
13022,6
8950,6
9760,6
6264,6
3064,6
3353,6
2870,6
5012,6
7799,6
7881,6
6479,6
3249,6
1039,6
6066,6
6901,6
6579,6
11179,6
13743,6
4382,6
2098,6
11561,6
3760,6
11565,6
15220,6
6244,6
3532,6
414,6
2132,6
6657,6
7333,6
6280,6
12617,6
217,6
7871,6
5352,6
14931,6
8578,6
8427,6
2800,6
6323,6
8057,6
10925,6
10091,6
6336,6
4740,6
4924,6
10707,6
4580,6
3513,6
1914,6
7680,6
3701,6
7858,6
2857,6
1909,6
1380,6
8281,6
1298,6
5660,6
2644,6
6595,6
9510,6
3424,6
9852,6
3483,6
3505,6
2723,6
12977,6
644,6
8793,6
1787,6
3591,6
1932,6
7993,6
13746,6
5310,6
4991,6
10087,6
1748,6
9048,6
13159,6
14475,6
14577,6
3869,6
11327,6
899,6
7829,6
5880,6
3712,6
8287,6
11556,6
1021,6
4087,6
9907,6
6954,6
1577,6
1399,6
989,6
8979,6
249,6
6937,6
9109,6
9591,6
427,6
9584,6
3473,6
7748,6
9996,6
8951,6
11657,6
12367,6
14758,6
9913,6
5397,6
7992,6
9643,6
5550,6
5399,6
4369,6
12873,6
2647,6
4254,6
9927,6
1949,6
4500,6
12716,6
8207,6
5609,6
5470,6
3221,6
2999,6
516,6
398,6
2858,6
1907,6
9700,6
4652,6
14294,6
9236,6
7465,6
3557,6
11309,6
10832,6
2332,6
10412,6
10799,6
5851,6
13552,6
11367,6
7097,6
2587,6
3487,6
9386,6
8006,6
12918,6
1125,6
10583,6
922,6
12990,6
13129,6
11574,6
13097,6
1073,6
9434,6
1570,6
9282,6
10630,6
5050,6
3791,6
1038,6
6136,6
10899,6
7490,6
5789,6
13688,6
13704,6
3072,6
11953,6
4942,6
4985,6
1246,6
7631,6
12530,6
13554,6
10210,6
8407,6
5654,6
5729,6
3967,6
2936,6
678,6
2601,6
1977,6
368,6
13147,6
222,6
7168,6
173,6
8735,6
10959,6
4512,6
13844,6
7436,6
10661,6
8150,6
13949,6
9575,6
2833,6
4544,6
2963,6
5849,6
1111,6
13717,6
5601,6
7965,6
13446,6
3882,6
4797,6
14188,6
9748,6
4772,6
2197,6
4530,6
4002,6
8654,6
14759,6
3750,6
14579,6
711,6
257,6
14223,6
4158,6
3009,6
3991,6
7647,6
2031,6
5685,6
12846,6
6345,6
8972,6
1867,6
3282,6
2437,6
3958,6
12040,6
640,6
6856,6
13153,6
1044,6
1584,6
5776,6
9412,6
12496,6
4440,6
11303,6
3010,6
1141,6
12006,6
11475,6
7919,6
2326,6
6499,6
11195,6
206,6
826,6
9690,6
11014,6
4957,6
7677,6
9193,6
5853,6
1985,6
144,6
8947,6
5493,6
11436,6
10488,6
13439,6
4231,6
9922,6
330,6
14688,6
59,6
4418,6
7393,6
1253,6
10811,6
12377,6
4892,6
7493,6
1943,6
5670,6
6441,6
1747,6
7092,6
7210,6
13070,6
9786,6
13675,6
4918,6
1643,6
471,6
4393,6
10283,6
4547,6
1704,6
1095,6
12100,6
1629,6
304,6
9388,6
120,6
10926,6
5839,6
7090,6
6127,6
3635,6
1216,6
6620,6
4810,6
126,6
13754,6
5754,6
3804,6
5486,6
15135,6
8267,6
4027,6
2491,6
512,6
5613,6
6782,6
4172,6
5512,6
9798,6
4975,6
11685,6
4984,6
13242,6
3178,6
2081,6
2305,6
7741,6
7085,6
12059,6
948,6
4077,6
4438,6
12198,6
10784,6
4537,6
1272,6
2780,6
1473,6
7176,6
6752,6
11461,6
10942,6
12392,6
13149,6
3059,6
12510,6
3983,6
7669,6
3648,6
9667,6
10790,6
2021,6
1273,6
6284,6
8617,6
6999,6
1002,6
3953,6
7926,6
1948,6
3395,6
6619,6
5139,6
5301,6
11602,6
3135,6
13944,6
6119,6
6965,6
1561,6
4536,6
1982,6
7184,6
6292,6
9106,6
6094,6
14268,6
14329,6
13183,6
10013,6
8454,6
10642,6
9743,6
5221,6
3925,6
2150,6
11478,6
10511,6
5545,6
4613,6
11181,6
13157,6
15174,6
9179,6
6811,6
4404,6
1602,6
2784,6
9377,6
85,6
6538,6
8666,6
4656,6
2135,6
8471,6
7380,6
6031,6
7189,6
14811,6
10341,6
1654,6
3950,6
1281,6
1981,6
5692,6
10676,6
1877,6
10117,6
934,6
6054,6
8536,6
279,6
11070,6
8873,6
3329,6
69,6
10571,6
10950,6
10947,6
6520,6
5543,6
8100,6
10885,6
7058,6
4213,6
11841,6
14261,6
7733,6
15224,6
13301,6
5275,6
9005,6
7396,6
11073,6
2466,6
4355,6
11862,6
4699,6
8294,6
12486,6
9974,6
9469,6
12658,6
14654,6
628,6
12519,6
2244,6
2393,6
7604,6
10441,6
10670,6
14404,6
7183,6
9819,6
7412,6
9815,6
1382,6
13950,6
6789,6
2766,6
5437,6
9855,6
8293,6
4282,6
1190,6
10981,6
7073,6
11201,6
1205,6
10760,6
3501,6
9706,6
6855,6
8849,6
3430,6
3048,6
3493,6
11583,6
6445,6
6902,6
9884,6
4352,6
10788,6
11498,6
3106,6
3874,6
14491,6
10112,6
9334,6
6142,6
9660,6
14204,6
8157,6
4488,6
242,6
6005,6
393,6
6085,6
8555,6
10669,6
11961,6
11645,6
6733,6
8087,6
8909,6
10407,6
815,6
6754,6
2366,6
3494,6
1753,6
2823,6
8204,6
6599,6
7887,6
10579,6
5719,6
14059,6
14498,6
14625,6
13617,6
2194,6
10544,6
12667,6
1481,6
9661,6
3038,6
7761,6
11232,6
10911,6
309,6
4622,6
573,6
7259,6
7206,6
9121,6
4300,6
2986,6
10222,6
9313,6
2341,6
6540,6
10649,6
9511,6
3672,6
2797,6
13964,6
11707,6
2989,6
4029,6
7277,6
6525,6
1847,6
2828,6
7754,5
9729,5
13461,5
6374,5
7067,5
5241,5
13956,5
14813,5
5897,5
6103,5
3201,5
1656,5
8568,5
11020,5
2521,5
8095,5
4813,5
14628,5
1640,5
12397,5
2094,5
5015,5
1784,5
13483,5
5425,5
14607,5
10481,5
8418,5
1976,5
909,5
8024,5
8172,5
1915,5
4808,5
5082,5
4528,5
9771,5
1739,5
10794,5
1830,5
8059,5
13221,5
289,5
7723,5
7157,5
12342,5
9199,5
9043,5
10567,5
5017,5
5943,5
4917,5
2555,5
12804,5
3124,5
7918,5
4388,5
6571,5
11453,5
9727,5
1788,5
5558,5
1675,5
2472,5
1689,5
3538,5
3254,5
3824,5
5269,5
3680,5
1835,5
3565,5
3232,5
3207,5
1959,5
13781,5
4311,5
10131,5
1496,5
12001,5
3696,5
4091,5
1058,5
7501,5
13109,5
3342,5
11925,5
13748,5
12176,5
11837,5
3871,5
12703,5
12751,5
2818,5
2333,5
17,5
12914,5
4742,5
10635,5
2241,5
583,5
14189,5
2235,5
1259,5
530,5
5407,5
14248,5
7129,5
4051,5
3046,5
11709,5
12648,5
11427,5
130,5
2115,5
3507,5
12946,5
5683,5
3850,5
8618,5
1091,5
13870,5
8890,5
13579,5
12754,5
314,5
7477,5
4028,5
554,5
11908,5
4298,5
418,5
12906,5
5466,5
7826,5
6330,5
415,5
7572,5
5957,5
727,5
12045,5
3255,5
13417,5
2529,5
4067,5
7670,5
1227,5
5832,5
8690,5
4361,5
6098,5
8014,5
1401,5
6186,5
7091,5
13296,5
15143,5
11189,5
436,5
11233,5
13832,5
7909,5
4117,5
13093,5
8270,5
9764,5
9050,5
72,5
3713,5
6194,5
6977,5
9514,5
7295,5
8966,5
10297,5
1945,5
1609,5
1935,5
9478,5
9335,5
10503,5
5747,5
904,5
5695,5
10943,5
1904,5
6799,5
7166,5
4589,5
11717,5
886,5
11754,5
400,5
9395,5
4120,5
11360,5
5205,5
12855,5
432,5
5006,5
8300,5
5010,5
804,5
6964,5
2365,5
9837,5
11996,5
11812,5
5801,5
649,5
9091,5
7987,5
6052,5
7721,5
9960,5
756,5
4610,5
9825,5
2400,5
15007,5
5591,5
10034,5
8685,5
10995,5
11528,5
5510,5
6945,5
6560,5
12763,5
2181,5
1876,5
8697,5
2923,5
5967,5
11736,5
4479,5
14186,5
10884,5
9653,5
12822,5
4531,5
11910,5
2475,5
7506,5
1872,5
7435,5
14650,5
2350,5
2705,5
3120,5
5185,5
13146,5
13660,5
10700,5
8538,5
10080,5
1455,5
10668,5
13298,5
12784,5
4549,5
10048,5
11954,5
8032,5
10852,5
733,5
6670,5
12524,5
13481,5
7852,5
14150,5
9017,5
8865,5
2734,5
2745,5
9435,5
11997,5
11324,5
14352,5
3370,5
1336,5
11183,5
10908,5
8948,5
500,5
12265,5
14774,5
1966,5
9759,5
13580,5
8056,5
3963,5
3567,5
7872,5
354,5
8102,5
3964,5
2037,5
9168,5
4709,5
13683,5
11758,5
3108,5
7109,5
4224,5
6629,5
701,5
14649,5
6107,5
8636,5
3305,5
2254,5
7358,5
5608,5
10921,5
11563,5
11591,5
10363,5
4796,5
5288,5
4100,5
744,5
8457,5
3339,5
6574,5
1605,5
4651,5
5103,5
8783,5
303,5
11560,5
4221,5
14446,5
932,5
3554,5
3164,5
8168,5
1925,5
7,5
9536,5
1599,5
11037,5
5703,5
12761,5
13868,5
762,5
11278,5
10821,5
2224,5
11065,5
4661,5
13063,5
7828,5
6682,5
4849,5
11342,5
14904,5
11620,5
1680,5
3162,5
1550,5
14244,5
4040,5
9714,5
3719,5
1415,5
7724,5
484,5
8088,5
3820,5
9246,5
1744,5
6379,5
1030,5
10987,5
5579,5
7000,5
5092,5
3605,5
697,5
4873,5
9613,5
2785,5
11339,5
4427,5
8450,5
10975,5
9646,5
10237,5
237,5
1412,5
1588,5
14190,5
9863,5
5402,5
3165,5
7032,5
460,5
7616,5
7614,5
10686,5
962,5
4226,5
1856,5
13569,5
4697,5
14217,5
1614,5
6096,5
7433,5
7350,5
6739,5
12866,5
13444,5
6146,5
5777,5
5131,5
2422,5
11864,5
12043,5
8403,5
413,5
4986,5
2111,5
10312,5
7260,5
13871,5
6181,5
10211,5
7178,5
6399,5
12025,5
12167,5
1527,5
7880,5
12005,5
2650,5
3626,5
13225,5
11544,5
10099,5
2190,5
6245,5
6758,5
1303,5
15234,5
6178,5
7355,5
8462,5
1045,5
190,5
7377,5
11257,5
5916,5
4952,5
4069,5
7850,5
1277,5
4475,5
9942,5
7024,5
12264,5
7070,5
7564,5
11856,5
332,5
8398,5
10224,5
1476,5
4800,5
1090,5
1973,5
785,5
3004,5
8546,5
14438,5
2731,5
902,5
13962,5
5474,5
15002,5
5802,5
652,5
8662,5
3511,5
2307,5
6462,5
8505,5
4366,5
5019,5
3454,5
1440,5
5274,5
1362,5
2396,5
2648,5
2794,5
8007,5
10207,5
6718,5
3194,5
10014,5
12009,5
6788,5
15230,5
6646,5
6238,5
1026,5
699,5
885,5
10024,5
6934,5
12028,5
11022,5
5944,5
3401,5
14316,5
1536,5
4106,5
5668,5
6154,5
15062,5
4993,5
5042,5
6397,5
3803,5
2576,5
2182,5
10266,5
8153,5
14658,5
8456,5
302,5
7586,5
10513,5
8778,5
7234,5
8177,5
14888,5
10428,5
10021,5
14776,5
10930,5
5698,5
9505,5
5298,5
9354,5
6139,5
10415,5
13867,5
14105,5
4969,5
13290,5
9262,5
11674,5
12767,5
447,5
6693,5
4954,5
9424,5
5405,5
13892,5
6418,5
10664,5
10466,5
5138,5
3336,5
9315,5
1326,5
1729,5
10303,5
1035,5
4501,5
3809,5
12113,5
9685,5
11046,5
10773,5
6928,5
10473,5
10176,5
9018,5
8622,5
14977,5
8200,5
1106,5
8301,5
2331,5
4815,5
924,5
10875,5
10526,5
5834,5
8277,5
1970,5
12598,5
14370,5
3552,5
10612,5
5847,5
12890,5
7787,5
5805,5
4394,5
12860,5
14453,5
10793,5
7061,5
12318,5
12735,5
84,5
9844,5
7290,5
13300,5
11803,5
7462,5
3962,5
14210,5
2126,5
6895,5
8743,5
6957,5
5216,5
7362,5
5586,5
4187,5
9804,5
9228,5
2268,5
1574,5
5369,5
3179,5
4746,5
9462,5
7892,5
2218,5
9925,5
9261,5
7326,5
1360,5
3990,5
12661,5
11846,5
1189,5
215,5
9772,5
9998,5
4874,5
12641,5
6074,5
3011,5
6910,5
3090,5
9860,5
11991,5
6389,5
1428,5
3827,5
6751,5
13294,5
8221,5
9994,5
11683,5
2612,5
976,5
3886,5
7752,5
6783,5
3159,5
8553,5
903,5
5046,5
11766,5
4561,5
12538,5
4115,5
9013,5
9869,5
10759,5
2465,5
5772,5
14250,5
13020,5
7007,5
1084,5
2669,5
3823,5
10200,5
2564,5
9530,5
6955,5
13797,5
9394,5
4755,5
9068,5
855,5
3437,5
6373,5
10648,5
15269,5
12126,5
2097,5
9160,5
8336,5
2381,5
9239,5
12507,5
9439,5
10494,5
13339,5
6110,5
952,5
7167,5
5444,5
9237,5
5649,5
8019,5
8989,5
9258,5
3203,5
10791,5
4859,5
954,5
3489,5
2338,5
14187,5
8858,5
3036,5
7292,5
6392,5
2404,5
945,5
6795,5
13813,5
4611,5
2289,5
2431,5
13512,5
1848,5
10300,5
3807,5
11048,5
4064,5
6349,5
3624,5
14413,5
6,5
4324,5
13848,5
7823,5
6065,5
14177,5
4768,5
6953,5
8341,5
3431,5
5240,5
13068,5
9882,5
13864,5
8927,5
326,5
3694,5
7469,5
3981,5
3098,5
8039,5
7023,5
12533,5
7342,5
1800,5
8832,5
12420,5
8251,5
4912,5
6243,5
4140,5
12593,5
12350,5
11361,5
1348,5
8614,5
8107,5
116,5
12432,5
3568,5
4000,5
12405,5
3180,5
1433,5
9906,5
11719,5
6274,5
5737,5
2562,5
3087,5
4591,5
11320,5
8656,5
6734,5
7679,5
10232,5
8235,5
4717,5
1812,5
8839,5
6215,5
10687,5
7962,5
1962,5
10086,5
9474,5
5253,5
6224,5
4278,5
2939,5
4636,5
406,5
13029,5
10843,5
12194,5
587,5
345,5
2174,5
14583,5
4899,5
12931,5
8047,5
7753,5
5212,5
2358,5
13087,5
1495,5
12659,5
1429,5
6757,5
963,5
283,5
11432,5
2835,5
2944,5
135,5
3377,5
10439,5
4200,5
5366,5
6340,5
2035,5
1783,5
5960,5
3836,5
9241,5
2554,5
13920,5
9912,5
9652,5
13258,5
13000,5
1797,5
9041,5
1878,5
1211,5
5083,5
7226,5
2003,5
6565,5
12569,5
12217,5
4956,5
5025,5
836,5
11638,5
12396,5
4541,5
8671,5
5321,5
13204,5
12755,5
12768,5
4196,5
377,5
13287,5
2848,5
9136,5
10350,5
3504,5
8205,5
11949,5
15289,5
369,5
5408,5
6354,5
10859,5
10854,5
3220,5
12201,5
2687,5
4377,5
3069,5
11288,5
12501,5
730,5
5977,5
12223,5
2680,5
8253,5
9886,5
2526,5
2389,5
2938,5
11900,5
8111,5
1434,5
3068,5
8447,5
12857,5
702,5
3586,5
10070,5
14712,5
6172,5
6634,5
13062,5
7776,5
5156,5
9389,5
9063,5
643,5
813,5
4078,5
8860,5
5448,5
9422,5
8367,5
409,5
13974,5
2453,5
8764,5
3095,5
13177,5
8199,5
12259,5
7500,5
7970,5
47,5
2949,5
7256,5
6546,5
2163,5
10206,5
9333,5
5287,5
9725,5
13915,5
2317,5
10075,5
14991,5
14766,5
5641,5
4748,5
9803,5
5820,5
10703,5
6766,5
7611,5
9858,5
9518,5
7089,5
452,5
936,5
9754,5
5041,5
14576,5
4257,5
533,5
10873,5
13718,5
13209,5
7629,5
723,5
1276,5
10993,5
11869,5
14543,5
1143,5
7308,5
10896,5
11078,5
11905,5
2627,5
8068,5
5286,5
7069,5
11913,5
6852,5
11242,5
4818,5
6126,5
11476,5
13090,5
13034,5
13712,5
1156,5
8675,5
12472,5
8327,5
8875,5
9585,5
14117,5
791,5
5264,5
11555,5
4855,5
397,5
560,5
2213,5
9197,5
5290,5
9864,5
11943,5
2430,5
5330,5
11700,5
4323,5
7205,5
12741,5
4093,5
2892,5
13966,5
12588,5
79,5
10779,5
13437,5
2209,5
3351,5
6235,5
5648,5
14399,5
3714,5
3171,5
8827,5
2106,5
8698,5
8268,5
3717,5
